idx	v_val	p_in	v_vec	time
455	0.1273802731222589	[0.04, 0.3799999999999999, 0.02]	"[0.00000000e+00 2.35847585e-16 3.84400246e-16 1.07412889e-01
 8.92587111e-01 0.00000000e+00 0.00000000e+00]"	7.038875341415405
456	0.12736208214896688	[0.04, 0.3899999999999999, 0.0]	"[0.00000000e+00 9.32187446e-16 2.58177478e-15 1.15909804e-01
 8.84090196e-01 1.47183070e-15 5.28384723e-15]"	15.746723651885986
457	0.12766918396157872	[0.04, 0.3899999999999999, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.13943935e-01
 8.86056065e-01 0.00000000e+00 9.35809195e-17]"	7.8766069412231445
458	0.12789810548007083	[0.04, 0.3899999999999999, 0.02]	"[2.67510439e-17 0.00000000e+00 0.00000000e+00 1.11239683e-01
 8.88760317e-01 0.00000000e+00 1.88710249e-16]"	6.600445508956909
459	0.12795354281382307	[0.04, 0.3999999999999998, 0.0]	"[0.00000000e+00 6.12066038e-17 5.33633854e-17 1.20718376e-01
 8.79281624e-01 8.64073002e-17 0.00000000e+00]"	7.813771963119507
460	0.128184416647714	[0.04, 0.3999999999999998, 0.01]	"[8.74735228e-17 0.00000000e+00 0.00000000e+00 1.18162746e-01
 8.81837254e-01 0.00000000e+00 0.00000000e+00]"	10.75221300125122
461	0.12833706862311417	[0.04, 0.3999999999999998, 0.02]	"[4.64289634e-17 0.00000000e+00 0.00000000e+00 1.15514769e-01
 8.84485231e-01 0.00000000e+00 0.00000000e+00]"	11.963023900985718
462	0.12846615949030304	[0.04, 0.4099999999999998, 0.0]	"[1.11545577e-16 0.00000000e+00 0.00000000e+00 1.24804522e-01
 8.75195478e-01 1.97218391e-18 0.00000000e+00]"	8.057301998138428
463	0.12862094898575166	[0.04, 0.4099999999999998, 0.01]	"[2.09363518e-16 0.00000000e+00 0.00000000e+00 1.22157215e-01
 8.77842785e-01 0.00000000e+00 0.00000000e+00]"	10.548978090286255
464	0.12869745625698295	[0.04, 0.4099999999999998, 0.02]	"[1.16364413e-17 0.00000000e+00 1.03536256e-16 1.19523605e-01
 8.80476395e-01 2.00824725e-17 0.00000000e+00]"	7.241644859313965
465	0.1289002442285586	[0.04, 0.4199999999999998, 0.0]	"[1.45716553e-17 0.00000000e+00 1.22878183e-16 1.28963545e-01
 8.71036455e-01 1.05427749e-16 3.22309619e-16]"	10.62610673904419
466	0.12897906775659185	[0.04, 0.4199999999999998, 0.01]	"[0.         0.         0.         0.12599313 0.87400687 0.
 0.        ]"	11.255115747451782
467	0.12897953106395132	[0.04, 0.4199999999999998, 0.02]	"[0.00000000e+00 9.83863468e-17 9.69181791e-17 1.22937864e-01
 8.77062136e-01 5.63606761e-17 8.05440523e-18]"	9.468385219573975
468	0.1292560813097454	[0.04, 0.4299999999999998, 0.0]	"[0.00000000e+00 9.86872574e-17 5.28484416e-17 1.32684032e-01
 8.67315968e-01 9.25060542e-17 9.96658253e-17]"	10.21689748764038
469	0.1292590405217907	[0.04, 0.4299999999999998, 0.01]	"[0.00000000e+00 6.87982300e-18 9.28338557e-18 1.29379380e-01
 8.70620620e-01 0.00000000e+00 0.00000000e+00]"	8.569570541381836
470	0.1291835429923695	[0.04, 0.4299999999999998, 0.02]	"[0.         0.         0.         0.12619503 0.87380497 0.
 0.        ]"	11.00670599937439
471	0.12953393739038874	[0.04, 0.43999999999999984, 0.0]	"[1.07093213e-16 1.01753936e-16 6.65178756e-19 1.35974021e-01
 8.64025979e-01 3.37631913e-17 5.09740111e-18]"	10.885683536529541
472	0.12946110708916483	[0.04, 0.43999999999999984, 0.01]	"[0.00000000e+00 4.44487935e-17 8.40965599e-16 1.32874165e-01
 8.67125835e-01 4.55433928e-16 5.18267144e-15]"	10.040251731872559
473	0.12930971673515318	[0.04, 0.43999999999999984, 0.02]	"[1.53675797e-19 9.48699676e-17 6.30645772e-17 1.29276870e-01
 8.70723130e-01 2.45448431e-17 0.00000000e+00]"	7.532467603683472
474	0.12973404499601948	[0.04, 0.44999999999999984, 0.0]	"[5.03664099e-17 7.66781708e-17 7.78915826e-17 1.39539400e-01
 8.60460600e-01 3.53359895e-18 9.12135192e-18]"	9.636770725250244
475	0.12958549636488823	[0.04, 0.44999999999999984, 0.01]	"[0.         0.         0.         0.13595386 0.86404614 0.
 0.        ]"	10.921867370605469
476	0.1293582600485795	[0.04, 0.44999999999999984, 0.02]	"[0.00000000e+00 2.70951296e-17 0.00000000e+00 1.32261268e-01
 8.67738732e-01 7.26869740e-17 2.55083610e-16]"	6.019234895706177
477	0.12985663640745546	[0.04, 0.45999999999999985, 0.0]	"[0.00000000e+00 6.09753139e-16 1.37462847e-16 1.42560368e-01
 8.57439632e-01 1.98551997e-16 1.07531394e-15]"	10.483874320983887
478	0.1296324121855323	[0.04, 0.45999999999999985, 0.01]	"[2.86448891e-20 9.15576436e-20 0.00000000e+00 1.38807636e-01
 8.61192361e-01 2.18852969e-20 1.27468662e-19]"	7.2212746143341064
479	0.12932936149777688	[0.04, 0.45999999999999985, 0.02]	"[3.90260154e-17 6.61916661e-17 8.65625092e-17 1.34918145e-01
 8.65081840e-01 4.80754200e-17 8.58911449e-17]"	6.116199970245361
480	0.1299019117927345	[0.04, 0.46999999999999986, 0.0]	"[3.61523665e-16 7.12337880e-17 8.72644919e-16 1.45353326e-01
 8.54646674e-01 0.00000000e+00 3.49853986e-17]"	10.434993505477905
481	0.1296020396106517	[0.04, 0.46999999999999986, 0.01]	"[0.00000000e+00 3.39607145e-17 2.91703507e-21 1.41295698e-01
 8.58704294e-01 3.49654888e-21 0.00000000e+00]"	6.70304274559021
482	0.12922317945705708	[0.04, 0.46999999999999986, 0.02]	"[3.41488999e-17 0.00000000e+00 5.87343940e-17 1.36917046e-01
 8.63082954e-01 7.22349860e-17 0.00000000e+00]"	6.0870397090911865
483	0.12987005793977358	[0.04, 0.47999999999999976, 0.0]	"[1.06882977e-16 5.65177316e-21 8.55868951e-21 1.48050964e-01
 8.51949029e-01 0.00000000e+00 0.00000000e+00]"	7.446009397506714
484	0.1294945461193929	[0.04, 0.47999999999999976, 0.01]	"[0.         0.         0.         0.14362586 0.85637414 0.
 0.        ]"	15.311935663223267
485	0.1290398781849897	[0.04, 0.47999999999999976, 0.02]	"[3.40934219e-17 5.24736530e-17 4.17972420e-17 1.39180643e-01
 8.60819357e-01 5.73280386e-17 9.46662320e-17]"	7.191002607345581
486	0.12976123747148746	[0.04, 0.48999999999999977, 0.0]	"[0.00000000e+00 6.35676477e-17 0.00000000e+00 1.50371863e-01
 8.49628137e-01 7.46340202e-17 2.18631719e-16]"	7.642927408218384
487	0.12931008478486272	[0.04, 0.48999999999999977, 0.01]	"[5.99016388e-17 6.10990589e-18 0.00000000e+00 1.45706532e-01
 8.54293468e-01 0.00000000e+00 4.39079929e-17]"	6.463296890258789
488	0.12877958945535453	[0.04, 0.48999999999999977, 0.02]	"[7.72488980e-15 4.90887089e-15 6.32146639e-15 1.41193052e-01
 8.58806948e-01 4.00680602e-15 2.27221012e-14]"	8.366072654724121
489	0.12957560676491703	[0.04, 0.4999999999999998, 0.0]	"[8.92692974e-17 2.81782888e-16 2.05050023e-16 1.52605794e-01
 8.47394206e-01 7.77155909e-16 0.00000000e+00]"	10.767053127288818
490	0.12904878830777117	[0.04, 0.4999999999999998, 0.01]	"[2.00430296e-12 2.21843970e-23 2.19108238e-24 1.47584232e-01
 8.52415768e-01 0.00000000e+00 1.79380990e-23]"	10.08113718032837
491	0.12844242411836498	[0.04, 0.4999999999999998, 0.02]	"[0.00000000e+00 9.74893275e-16 8.56961806e-17 1.42581068e-01
 8.57418932e-01 4.00193367e-16 0.00000000e+00]"	13.291731357574463
492	0.07652065108315034	[0.05, 0.1, 0.0]	"[6.10672392e-02 2.99668133e-17 0.00000000e+00 3.55784930e-16
 9.38932761e-01 0.00000000e+00 1.28803891e-18]"	8.61344027519226
493	0.07863289149411043	[0.05, 0.1, 0.01]	"[7.33986445e-02 5.42497830e-18 7.63344943e-18 2.86386260e-18
 9.26601356e-01 8.28213937e-18 9.33404159e-20]"	66.47802639007568
494	0.08062085261019838	[0.05, 0.1, 0.02]	"[8.45849437e-02 0.00000000e+00 1.58823323e-16 1.16216699e-15
 9.15415056e-01 1.20687433e-16 0.00000000e+00]"	14.595733880996704
495	0.07968847851846736	[0.05, 0.11, 0.0]	"[4.87681334e-02 2.13601440e-18 0.00000000e+00 0.00000000e+00
 9.51231867e-01 2.79473299e-17 0.00000000e+00]"	11.504624128341675
496	0.08179495799220618	[0.05, 0.11, 0.01]	"[6.08826493e-02 2.75453936e-18 6.84671649e-18 8.02837708e-18
 9.39117351e-01 4.00943943e-18 4.00943943e-18]"	11.430081844329834
497	0.08377398527108679	[0.05, 0.11, 0.02]	"[7.18668119e-02 1.36552456e-18 1.62179246e-17 6.70632027e-19
 9.28133188e-01 5.34331388e-18 1.86766781e-17]"	9.862241268157959
498	0.08270989949628042	[0.05, 0.12, 0.0]	"[3.74174148e-02 0.00000000e+00 7.48975366e-17 4.78565584e-17
 9.62582585e-01 5.20170306e-17 4.79502920e-17]"	9.95379638671875
499	0.08480618506724494	[0.05, 0.12, 0.01]	"[4.93057336e-02 6.40298967e-17 5.58782914e-17 4.74672775e-18
 9.50694266e-01 4.66887237e-17 3.21608651e-16]"	10.679388999938965
500	0.08677208951773586	[0.05, 0.12, 0.02]	"[6.00954526e-02 2.80491102e-15 2.88287323e-15 8.96532704e-14
 9.39904547e-01 7.54315633e-15 7.99491763e-14]"	13.617750883102417
501	0.08559201203707927	[0.05, 0.13, 0.0]	"[2.69028580e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.73097142e-01 0.00000000e+00 8.78407591e-17]"	9.671078443527222
502	0.08767399547946865	[0.05, 0.13, 0.01]	"[3.85529230e-02 0.00000000e+00 6.31021975e-18 0.00000000e+00
 9.61447077e-01 0.00000000e+00 4.32220960e-22]"	9.180304050445557
503	0.0896228901982581	[0.05, 0.13, 0.02]	"[4.91638913e-02 1.34806265e-20 1.06116142e-21 1.95187436e-17
 9.50836109e-01 5.64819680e-21 2.48314928e-16]"	22.718488931655884
504	0.08834088372431402	[0.05, 0.13999999999999999, 0.0]	"[1.71000220e-02 0.00000000e+00 4.67997310e-17 9.36703502e-17
 9.82899978e-01 1.44166275e-17 1.18776462e-20]"	11.94832181930542
505	0.09040473794947705	[0.05, 0.13999999999999999, 0.01]	"[2.85667453e-02 5.33145567e-18 1.86188815e-17 1.78195363e-16
 9.71433255e-01 6.81798041e-19 3.45538179e-18]"	9.895557880401611
506	0.0923329988469766	[0.05, 0.13999999999999999, 0.02]	"[3.89517006e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.61048299e-01 1.20292668e-16 2.41821078e-16]"	7.936363458633423
507	0.09096176152451971	[0.05, 0.14999999999999997, 0.0]	"[7.91946006e-03 6.05398199e-20 6.48587598e-21 1.28542309e-16
 9.92080540e-01 1.97731131e-20 4.13822150e-17]"	10.6246817111969
508	0.09300390591800461	[0.05, 0.14999999999999997, 0.01]	"[1.91554788e-02 2.57419051e-17 1.08860691e-16 2.99100916e-16
 9.80844521e-01 2.39302499e-17 0.00000000e+00]"	8.532660722732544
509	0.09490813900476454	[0.05, 0.14999999999999997, 0.02]	"[2.93777346e-02 3.21503323e-18 1.85510711e-17 9.76507051e-18
 9.70622265e-01 1.30605580e-17 1.08540253e-17]"	18.890620231628418
510	0.09345937104471148	[0.05, 0.15999999999999998, 0.0]	"[1.32839184e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 1.46148155e-17 0.00000000e+00]"	6.4851274490356445
511	0.09547630103155656	[0.05, 0.15999999999999998, 0.01]	"[0.01030716 0.         0.         0.         0.98969284 0.
 0.        ]"	10.45870852470398
512	0.09735331625295682	[0.05, 0.15999999999999998, 0.02]	"[2.03284652e-02 9.96196975e-18 0.00000000e+00 0.00000000e+00
 9.79671535e-01 6.46197918e-17 2.74566868e-16]"	8.52613377571106
513	0.09585986670614777	[0.05, 0.16999999999999998, 0.0]	"[4.71114341e-17 0.00000000e+00 0.00000000e+00 1.21345687e-16
 1.00000000e+00 0.00000000e+00 1.30143203e-16]"	6.62600564956665
514	0.09782615779082988	[0.05, 0.16999999999999998, 0.01]	"[1.98530848e-03 0.00000000e+00 0.00000000e+00 1.37744141e-22
 9.98014691e-01 1.58494911e-23 3.52637235e-16]"	9.237712860107422
515	0.09967294701846985	[0.05, 0.16999999999999998, 0.02]	"[1.18230237e-02 0.00000000e+00 0.00000000e+00 7.18118970e-17
 9.88176976e-01 0.00000000e+00 0.00000000e+00]"	9.380906343460083
516	0.09818036236758398	[0.05, 0.17999999999999997, 0.0]	"[1.68987411e-16 8.97310369e-18 0.00000000e+00 3.39623041e-16
 1.00000000e+00 0.00000000e+00 1.70971925e-16]"	6.504693984985352
517	0.10006779786261231	[0.05, 0.17999999999999997, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	15.06172251701355
518	0.101870960347565	[0.05, 0.17999999999999997, 0.02]	"[3.76074849e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.96239252e-01 0.00000000e+00 4.73494209e-17]"	7.7230188846588135
519	0.10042085802902025	[0.05, 0.18999999999999995, 0.0]	"[1.72135535e-16 0.00000000e+00 0.00000000e+00 1.39167963e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	6.764409065246582
520	0.10222829352404512	[0.05, 0.18999999999999995, 0.01]	"[0.00000000e+00 3.84716469e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 5.90539185e-17 3.97368542e-17]"	6.536701917648315
521	0.10395572901907005	[0.05, 0.18999999999999995, 0.02]	"[1.29256243e-16 2.42557106e-17 1.08886967e-16 1.47191245e-16
 1.00000000e+00 1.91670365e-17 0.00000000e+00]"	6.590657472610474
522	0.1025813536904565	[0.05, 0.19999999999999996, 0.0]	"[8.22308228e-17 1.17261921e-17 2.32467842e-17 3.42247204e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	6.637957572937012
523	0.10430878918548138	[0.05, 0.19999999999999996, 0.01]	"[0.00000000e+00 0.00000000e+00 1.01879397e-15 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	7.135106801986694
524	0.1059562246805063	[0.05, 0.19999999999999996, 0.02]	"[3.68087652e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 1.19461024e-16]"	5.973668575286865
525	0.10466184935189275	[0.05, 0.20999999999999996, 0.0]	"[0.00000000e+00 4.97364762e-17 3.17233226e-17 0.00000000e+00
 1.00000000e+00 5.60145280e-17 1.98035598e-16]"	6.555201768875122
526	0.10630928484691764	[0.05, 0.20999999999999996, 0.01]	"[0.00000000e+00 0.00000000e+00 1.74366099e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	6.565515041351318
527	0.10787672034194254	[0.05, 0.20999999999999996, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	6.569802761077881
528	0.106662345013329	[0.05, 0.21999999999999995, 0.0]	"[3.78067109e-17 3.28865408e-17 2.28277828e-17 0.00000000e+00
 1.00000000e+00 5.76903344e-17 9.66574691e-17]"	6.542821645736694
529	0.10822978050835329	[0.05, 0.21999999999999995, 0.01]	"[7.26378775e-16 3.86077475e-16 1.81239775e-16 9.59120083e-15
 1.00000000e+00 2.76587564e-16 6.01070839e-16]"	6.530616521835327
530	0.10971721600337875	[0.05, 0.21999999999999995, 0.02]	"[1.88671889e-17 5.99588749e-17 7.52938265e-17 3.49267107e-16
 1.00000000e+00 3.20583206e-17 2.01205886e-17]"	6.746000289916992
531	0.10858284067476524	[0.05, 0.22999999999999995, 0.0]	"[0.00000000e+00 3.66121296e-17 6.26631810e-17 8.34047047e-17
 1.00000000e+00 1.33963414e-17 0.00000000e+00]"	6.5630528926849365
532	0.11007027616979015	[0.05, 0.22999999999999995, 0.01]	"[2.33593465e-17 8.02402935e-18 0.00000000e+00 4.06953713e-18
 1.00000000e+00 0.00000000e+00 6.61415136e-17]"	5.862644195556641
533	0.11147771166481503	[0.05, 0.22999999999999995, 0.02]	"[1.69119901e-16 0.00000000e+00 0.00000000e+00 1.12668832e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.9019715785980225
534	0.1104233363362015	[0.05, 0.23999999999999994, 0.0]	"[6.68599774e-17 1.79731542e-17 1.66242530e-17 1.69498247e-16
 1.00000000e+00 2.25071335e-17 0.00000000e+00]"	6.548711061477661
535	0.11183077183122642	[0.05, 0.23999999999999994, 0.01]	"[0.00000000e+00 1.28751706e-16 1.18273599e-16 0.00000000e+00
 1.00000000e+00 1.11837059e-16 3.32175534e-17]"	6.585949659347534
536	0.11315820732625131	[0.05, 0.23999999999999994, 0.02]	"[5.33619469e-17 0.00000000e+00 0.00000000e+00 1.80793326e-16
 1.00000000e+00 1.96716692e-18 1.45597923e-16]"	5.8937294483184814
537	0.11218383199763773	[0.05, 0.24999999999999992, 0.0]	[0. 0. 0. 0. 1. 0. 0.]	9.788166999816895
538	0.11351126749266266	[0.05, 0.24999999999999992, 0.01]	"[0.00000000e+00 2.00970740e-17 1.47927967e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 3.32797288e-17]"	6.605298280715942
539	0.11475870298768752	[0.05, 0.24999999999999992, 0.02]	"[1.24328884e-17 3.17688474e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 9.89786893e-18 4.05847877e-16]"	5.940468788146973
540	0.1138643276590739	[0.05, 0.2599999999999999, 0.0]	"[2.33037700e-16 1.02509906e-17 2.06253393e-17 5.19593289e-16
 1.00000000e+00 5.40791105e-17 2.22438001e-16]"	7.3922953605651855
541	0.11511176315409892	[0.05, 0.2599999999999999, 0.01]	"[0.00000000e+00 1.52095341e-16 2.93278628e-16 0.00000000e+00
 1.00000000e+00 2.12997657e-16 0.00000000e+00]"	8.520033359527588
542	0.11627919864912378	[0.05, 0.2599999999999999, 0.02]	"[7.49080016e-17 1.04345562e-16 1.75359020e-18 0.00000000e+00
 1.00000000e+00 5.66426693e-17 3.74408977e-17]"	5.999738931655884
543	0.11546482332051025	[0.05, 0.2699999999999999, 0.0]	"[0.00000000e+00 1.11884043e-16 0.00000000e+00 0.00000000e+00
 1.00000000e+00 3.39293229e-17 2.25938134e-16]"	6.692151069641113
544	0.11663225881553516	[0.05, 0.2699999999999999, 0.01]	"[4.10609047e-17 0.00000000e+00 0.00000000e+00 1.71232604e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	6.584000825881958
545	0.11771969431056006	[0.05, 0.2699999999999999, 0.02]	"[7.19299577e-17 0.00000000e+00 0.00000000e+00 3.26453010e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.987674951553345
546	0.11698531898194649	[0.05, 0.2799999999999999, 0.0]	"[1.23623342e-16 0.00000000e+00 0.00000000e+00 7.86252946e-17
 1.00000000e+00 0.00000000e+00 5.56851769e-17]"	7.184779167175293
547	0.11807275447697141	[0.05, 0.2799999999999999, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.33215071e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	6.523444414138794
548	0.11908018997199629	[0.05, 0.2799999999999999, 0.02]	"[6.63184417e-17 1.02695983e-16 6.77668474e-17 0.00000000e+00
 1.00000000e+00 1.13702971e-16 3.85531181e-17]"	6.515056848526001
549	0.11842581464338275	[0.05, 0.2899999999999999, 0.0]	"[9.69790000e-18 7.60316805e-19 0.00000000e+00 2.08760239e-17
 1.00000000e+00 9.89654373e-18 0.00000000e+00]"	7.216237545013428
550	0.11943325013840765	[0.05, 0.2899999999999999, 0.01]	"[0.00000000e+00 8.80096704e-17 2.60422235e-17 0.00000000e+00
 1.00000000e+00 5.58260449e-17 1.50631213e-16]"	6.6270177364349365
551	0.12036068563343119	[0.05, 0.2899999999999999, 0.02]	"[4.94507177e-16 0.00000000e+00 0.00000000e+00 1.19850481e-14
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	7.141722202301025
552	0.11978621148727228	[0.05, 0.29999999999999993, 0.0]	"[0.00000000e+00 4.93738954e-18 0.00000000e+00 1.58851100e-03
 9.98411489e-01 0.00000000e+00 9.06246872e-18]"	13.061012506484985
553	0.12071348877964207	[0.05, 0.29999999999999993, 0.01]	"[1.88446891e-15 0.00000000e+00 0.00000000e+00 2.54756409e-03
 9.97452436e-01 2.27695845e-15 6.41422955e-15]"	11.875797510147095
554	0.12156076645923969	[0.05, 0.29999999999999993, 0.02]	"[7.86210969e-23 3.59781153e-17 0.00000000e+00 3.07946483e-03
 9.96920524e-01 0.00000000e+00 0.00000000e+00]"	7.347425937652588
555	0.12106331309782625	[0.05, 0.30999999999999994, 0.0]	"[4.71074400e-17 3.09235390e-17 3.38380986e-23 9.45537263e-03
 9.90544627e-01 1.09300241e-22 8.64327349e-17]"	8.051618337631226
556	0.12191026772413457	[0.05, 0.30999999999999994, 0.01]	"[0.00000000e+00 0.00000000e+00 3.66455503e-17 9.91269581e-03
 9.90087304e-01 0.00000000e+00 0.00000000e+00]"	15.640116691589355
557	0.12267741353238348	[0.05, 0.30999999999999994, 0.02]	"[4.57785040e-17 0.00000000e+00 0.00000000e+00 1.02096785e-02
 9.89790322e-01 0.00000000e+00 1.20571976e-16]"	9.936920881271362
558	0.12225606847456646	[0.05, 0.3199999999999999, 0.0]	"[3.11962164e-16 1.32194481e-16 1.61646345e-16 1.66377144e-02
 9.83362285e-01 5.62918897e-17 0.00000000e+00]"	9.8563072681427
559	0.12302311935072495	[0.05, 0.3199999999999999, 0.01]	"[2.32529512e-17 2.04016867e-17 1.60187337e-16 1.70608263e-02
 9.82939169e-01 8.38155191e-23 6.05305154e-22]"	7.857511043548584
560	0.12371051588468238	[0.05, 0.3199999999999999, 0.02]	[0.        0.        0.        0.0166973 0.9833027 0.        0.       ]	13.216522216796875
561	0.1233651080180082	[0.05, 0.32999999999999985, 0.0]	"[0.00000000e+00 1.56705038e-17 0.00000000e+00 2.34966360e-02
 9.76503364e-01 1.54537925e-16 2.30349400e-17]"	13.559198379516602
562	0.12405262339344002	[0.05, 0.32999999999999985, 0.01]	"[3.59388397e-16 0.00000000e+00 0.00000000e+00 2.34337836e-02
 9.76566216e-01 2.31514255e-16 2.68212572e-16]"	18.779786825180054
563	0.12466062031258635	[0.05, 0.32999999999999985, 0.02]	"[4.75386614e-17 8.94526415e-17 0.00000000e+00 2.30813324e-02
 9.76918667e-01 4.82464362e-18 1.30635410e-20]"	9.475176095962524
564	0.12439101116200632	[0.05, 0.33999999999999986, 0.0]	[0.        0.        0.        0.0299013 0.9700987 0.        0.       ]	7.852504014968872
565	0.12499933102063332	[0.05, 0.33999999999999986, 0.01]	"[2.79978309e-17 0.00000000e+00 0.00000000e+00 2.95294057e-02
 9.70470594e-01 0.00000000e+00 0.00000000e+00]"	14.240445375442505
566	0.1255282367587143	[0.05, 0.33999999999999986, 0.02]	"[3.43375006e-17 1.14805219e-22 0.00000000e+00 2.89095725e-02
 9.71090427e-01 0.00000000e+00 1.32139334e-21]"	12.79755711555481
567	0.12533431485748564	[0.05, 0.34999999999999987, 0.0]	"[2.57921553e-17 2.20531134e-17 6.21524558e-17 3.58972792e-02
 9.64102721e-01 7.09056881e-17 2.17509922e-16]"	8.654592514038086
568	0.125863746109368	[0.05, 0.34999999999999987, 0.01]	"[0.00000000e+00 1.28527993e-16 1.88026390e-16 3.56826919e-02
 9.64317308e-01 9.03289051e-17 2.17800054e-15]"	9.475063800811768
569	0.12631383549599529	[0.05, 0.34999999999999987, 0.02]	"[0.00000000e+00 4.59711193e-16 2.15085525e-16 3.43020063e-02
 9.65697994e-01 4.88151933e-16 1.33870506e-15]"	9.208543539047241
570	0.12619550989802703	[0.05, 0.3599999999999999, 0.0]	"[0.         0.         0.         0.04186475 0.95813525 0.
 0.        ]"	7.882204532623291
571	0.12664632539091106	[0.05, 0.3599999999999999, 0.01]	"[1.01889119e-22 1.71393779e-16 5.43404792e-17 4.11759808e-02
 9.58824018e-01 1.38145326e-17 1.04769774e-17]"	9.464744091033936
