idx	v_val	p_in	v_vec	time
66	0.11421959090994552	[0.01, 0.3199999999999999, 0.0]	"[5.29401571e-17 3.79302586e-17 6.33530348e-17 2.96159876e-01
 7.03840124e-01 5.72751385e-17 6.52692428e-17]"	5.177444696426392
67	0.11532558348984821	[0.01, 0.3199999999999999, 0.01]	"[3.15846616e-17 4.41733548e-17 8.88974619e-17 2.93753879e-01
 7.06246121e-01 2.39487359e-17 5.09620300e-17]"	5.245339870452881
68	0.11635686346615295	[0.01, 0.3199999999999999, 0.02]	"[5.58239134e-17 3.77066044e-17 2.44066735e-18 2.91396660e-01
 7.08603340e-01 1.54014917e-17 3.43356254e-17]"	8.825273752212524
69	0.11546207650357324	[0.01, 0.32999999999999985, 0.0]	"[1.63170151e-18 1.26999964e-20 1.64766399e-18 3.03019487e-01
 6.96980513e-01 5.35609270e-18 6.96132573e-19]"	8.847300052642822
70	0.11649687248299227	[0.01, 0.32999999999999985, 0.01]	"[0.00000000e+00 2.44086045e-17 2.90087993e-18 3.00513147e-01
 6.99486853e-01 9.96039482e-18 0.00000000e+00]"	5.836788892745972
71	0.11745693108984648	[0.01, 0.32999999999999985, 0.02]	"[2.72931847e-17 1.70846879e-17 2.48057770e-17 2.97879044e-01
 7.02120956e-01 1.48908765e-17 2.46650296e-17]"	6.7336812019348145
72	0.11662717269634036	[0.01, 0.33999999999999986, 0.0]	"[0.00000000e+00 2.31554296e-21 0.00000000e+00 3.09670690e-01
 6.90329310e-01 1.85492868e-21 0.00000000e+00]"	6.231889724731445
73	0.11759105287321832	[0.01, 0.33999999999999986, 0.01]	"[2.29676173e-18 1.12659384e-18 3.88880183e-18 3.06692787e-01
 6.93307213e-01 4.51231184e-17 3.27645478e-17]"	4.917507886886597
74	0.11848014609385138	[0.01, 0.33999999999999986, 0.02]	"[4.47269942e-17 3.95377636e-17 2.64594716e-17 3.04093779e-01
 6.95906221e-01 1.21450467e-20 3.64815587e-17]"	5.132756471633911
75	0.11771535110470802	[0.01, 0.34999999999999987, 0.0]	"[2.40920231e-21 1.82961639e-19 0.00000000e+00 3.16144990e-01
 6.83855010e-01 0.00000000e+00 3.15934454e-18]"	7.153381586074829
76	0.11860856412605822	[0.01, 0.34999999999999987, 0.01]	"[2.01909352e-17 1.90610079e-17 0.00000000e+00 3.13103404e-01
 6.86896596e-01 0.00000000e+00 0.00000000e+00]"	6.491698503494263
77	0.11942693519151872	[0.01, 0.34999999999999987, 0.02]	"[0.00000000e+00 1.34961935e-17 0.00000000e+00 3.10000768e-01
 6.89999232e-01 0.00000000e+00 2.31388511e-21]"	5.7071661949157715
78	0.11872705587730563	[0.01, 0.3599999999999999, 0.0]	"[0.00000000e+00 0.00000000e+00 2.67381420e-17 3.22239469e-01
 6.77760531e-01 1.10161917e-17 0.00000000e+00]"	5.148392200469971
79	0.11954983775917397	[0.01, 0.3599999999999999, 0.01]	"[4.13229044e-17 3.14870122e-17 1.24490573e-17 3.19011239e-01
 6.80988761e-01 3.85859143e-17 1.73896388e-17]"	6.188364267349243
80	0.12029769910605796	[0.01, 0.3599999999999999, 0.02]	"[2.04120014e-17 1.31218035e-17 2.67362221e-17 3.15604419e-01
 6.84395581e-01 1.01829515e-17 1.36999701e-17]"	5.534430980682373
81	0.11966270342423638	[0.01, 0.3699999999999999, 0.0]	"[0.00000000e+00 3.88586265e-17 8.49046275e-23 3.28051430e-01
 6.71948570e-01 4.14574404e-23 2.90338522e-17]"	6.668947458267212
82	0.12041527095467333	[0.01, 0.3699999999999999, 0.01]	"[0.         0.         0.         0.32434976 0.67565024 0.
 0.        ]"	4.508644342422485
83	0.1210928142988746	[0.01, 0.3699999999999999, 0.02]	"[3.19483179e-18 5.49448780e-18 1.71414770e-17 3.21043686e-01
 6.78956314e-01 0.00000000e+00 7.78714631e-18]"	4.855482339859009
84	0.12052268349955779	[0.01, 0.3799999999999999, 0.0]	"[5.60061055e-17 2.44510968e-17 1.20564712e-17 3.33820845e-01
 6.66179155e-01 2.64561911e-17 3.40297138e-17]"	6.285402059555054
85	0.12120522235649688	[0.01, 0.3799999999999999, 0.01]	"[9.45835980e-18 1.22255986e-17 2.23469048e-18 3.30040877e-01
 6.69959123e-01 4.14703435e-18 1.27557540e-17]"	6.003165006637573
86	0.12181263551935753	[0.01, 0.3799999999999999, 0.02]	"[0.         0.         0.         0.32612106 0.67387894 0.
 0.        ]"	5.058292865753174
87	0.12130736582020657	[0.01, 0.3899999999999999, 0.0]	"[1.33844715e-20 1.26224789e-17 0.00000000e+00 3.39185160e-01
 6.60814840e-01 1.72790144e-17 0.00000000e+00]"	7.554929494857788
88	0.12192005685003447	[0.01, 0.3899999999999999, 0.01]	"[0.00000000e+00 4.12363055e-17 8.61632736e-17 3.35102306e-01
 6.64897694e-01 8.41192498e-18 2.18501623e-17]"	4.560474157333374
89	0.12245749501209555	[0.01, 0.3899999999999999, 0.02]	"[7.18500933e-18 3.46923392e-20 3.52194472e-18 3.31151447e-01
 6.68848553e-01 3.71657982e-21 4.01053173e-18]"	6.6331846714019775
90	0.12201709721663312	[0.01, 0.3999999999999998, 0.0]	"[2.42490098e-17 6.87707062e-17 1.26373692e-16 3.44422347e-01
 6.55577653e-01 7.87160139e-17 5.08350997e-17]"	5.0651466846466064
91	0.1225600984044629	[0.01, 0.3999999999999998, 0.01]	"[1.15392337e-16 1.90072959e-17 4.01415041e-17 3.40160226e-01
 6.59839774e-01 4.43289759e-17 1.82125918e-17]"	4.87889838218689
92	0.1230277085279504	[0.01, 0.3999999999999998, 0.02]	"[0.         0.         0.         0.33590919 0.66409081 0.
 0.        ]"	3.983400583267212
93	0.12265220362462037	[0.01, 0.4099999999999998, 0.0]	"[1.45489423e-18 3.47300374e-18 2.11801886e-17 3.49280360e-01
 6.50719640e-01 6.56327051e-18 1.39217006e-21]"	6.020166397094727
94	0.12312566162750416	[0.01, 0.4099999999999998, 0.01]	"[2.22388458e-17 1.34199082e-18 0.00000000e+00 3.45032718e-01
 6.54967282e-01 2.38176145e-17 7.28424358e-18]"	4.354645490646362
95	0.12352357213437899	[0.01, 0.4099999999999998, 0.02]	"[0.00000000e+00 9.10841623e-21 5.49007675e-18 3.40411868e-01
 6.59588132e-01 0.00000000e+00 3.64638533e-18]"	4.735248327255249
96	0.12321299500070308	[0.01, 0.4199999999999998, 0.0]	"[0.00000000e+00 1.67976381e-17 2.70940700e-17 3.54026340e-01
 6.45973660e-01 7.25310110e-18 1.17636655e-20]"	6.8386390209198
97	0.12361703725627438	[0.01, 0.4199999999999998, 0.01]	"[1.57411725e-16 9.28566665e-17 2.74892902e-17 3.49312390e-01
 6.50687610e-01 6.78346626e-17 7.64904855e-17]"	4.580073118209839
98	0.12394536575687343	[0.01, 0.4199999999999998, 0.02]	"[3.22392966e-17 2.47597752e-17 3.42257300e-18 3.44743677e-01
 6.55256323e-01 5.63009261e-22 7.20070288e-18]"	5.882360219955444
99	0.12369976283975606	[0.01, 0.4299999999999998, 0.0]	"[0.00000000e+00 0.00000000e+00 4.05995358e-17 3.58518973e-01
 6.41481027e-01 0.00000000e+00 0.00000000e+00]"	4.595548629760742
100	0.1240345046466684	[0.01, 0.4299999999999998, 0.01]	"[9.25023923e-17 3.13072729e-17 2.51782570e-17 3.53770201e-01
 6.46229799e-01 1.73920996e-17 2.62869335e-17]"	5.121506214141846
101	0.12429335457999391	[0.01, 0.4299999999999998, 0.02]	"[0.00000000e+00 8.07474423e-24 0.00000000e+00 3.49000666e-01
 6.50999334e-01 6.96926991e-25 0.00000000e+00]"	4.888450860977173
102	0.1241127826064238	[0.01, 0.43999999999999984, 0.0]	"[3.81366235e-17 8.16591689e-17 3.79480675e-17 3.62931596e-01
 6.37068404e-01 4.34516103e-17 2.90709881e-17]"	6.092010736465454
103	0.12437832778251127	[0.01, 0.43999999999999984, 0.01]	"[0.00000000e+00 7.42321923e-17 1.03198379e-17 3.57797982e-01
 6.42202018e-01 0.00000000e+00 2.73215832e-17]"	5.286461591720581
104	0.12456778532079987	[0.01, 0.43999999999999984, 0.02]	"[4.63222212e-20 0.00000000e+00 3.03374131e-20 3.52848663e-01
 6.47151337e-01 0.00000000e+00 1.50825654e-20]"	6.103273868560791
105	0.1244523159712792	[0.01, 0.44999999999999984, 0.0]	"[1.02129604e-22 2.85915060e-17 1.04490914e-22 3.66987523e-01
 6.33012477e-01 1.71490823e-22 1.85146573e-22]"	5.807793617248535
106	0.12464875967066925	[0.01, 0.44999999999999984, 0.01]	"[2.47410929e-18 0.00000000e+00 0.00000000e+00 3.62218297e-01
 6.37781703e-01 7.04701740e-18 1.09295526e-17]"	4.105187892913818
107	0.12476889649802791	[0.01, 0.44999999999999984, 0.02]	"[6.15689363e-17 3.87935870e-17 5.33105723e-17 3.56619807e-01
 6.43380193e-01 1.17212411e-17 2.91800369e-17]"	5.482010126113892
108	0.12471860965394657	[0.01, 0.45999999999999985, 0.0]	"[0.00000000e+00 0.00000000e+00 4.38881888e-17 3.70913745e-01
 6.29086255e-01 0.00000000e+00 0.00000000e+00]"	5.093797445297241
109	0.12484601513467791	[0.01, 0.45999999999999985, 0.01]	"[6.11667329e-20 4.69076501e-17 5.25895950e-18 3.65672203e-01
 6.34327797e-01 1.78602630e-17 1.19893909e-17]"	5.452933073043823
110	0.12489690978152616	[0.01, 0.45999999999999985, 0.02]	"[5.84977591e-17 2.34916937e-17 4.73866209e-17 3.60208172e-01
 6.39791828e-01 2.17843015e-17 1.69655716e-17]"	5.398169279098511
111	0.12491189521668854	[0.01, 0.46999999999999986, 0.0]	"[6.22653879e-17 1.66953626e-17 2.41379953e-17 3.74932802e-01
 6.25067198e-01 3.69043453e-17 3.63548332e-17]"	4.586878061294556
112	0.12497033747966853	[0.01, 0.46999999999999986, 0.01]	"[0.00000000e+00 0.00000000e+00 4.38770095e-17 3.69331444e-01
 6.30668556e-01 5.93782310e-18 4.55464412e-17]"	4.0942628383636475
113	0.12495203535944785	[0.01, 0.46999999999999986, 0.02]	"[5.01919894e-18 7.04168408e-19 4.40742725e-17 3.63560473e-01
 6.36439527e-01 3.84461594e-18 2.29405768e-18]"	5.623613119125366
114	0.12503239676830005	[0.01, 0.47999999999999976, 0.0]	"[1.10460747e-17 2.28202097e-17 5.24415707e-17 3.78575430e-01
 6.21424570e-01 3.49158793e-17 0.00000000e+00]"	4.278140068054199
115	0.1250219287024366	[0.01, 0.47999999999999976, 0.01]	"[9.88344358e-21 8.75581928e-21 1.41384462e-17 3.72749012e-01
 6.27250988e-01 7.46511745e-21 3.27887722e-21]"	4.661240577697754
116	0.12493447202863765	[0.01, 0.47999999999999976, 0.02]	"[5.36103374e-17 0.00000000e+00 6.80225394e-17 3.66768429e-01
 6.33231571e-01 4.85377744e-17 1.09452064e-17]"	4.82575798034668
117	0.12508032257796461	[0.01, 0.48999999999999977, 0.0]	"[0.         0.         0.         0.38196625 0.61803375 0.
 0.        ]"	5.54442024230957
118	0.1250009876941905	[0.01, 0.48999999999999977, 0.01]	"[4.53105741e-20 1.18123680e-18 0.00000000e+00 3.75990295e-01
 6.24009705e-01 3.05956519e-17 0.00000000e+00]"	6.764915227890015
119	0.12484440688814996	[0.01, 0.48999999999999977, 0.02]	"[5.72750001e-17 0.00000000e+00 0.00000000e+00 3.69813319e-01
 6.30186681e-01 0.00000000e+00 0.00000000e+00]"	4.8461713790893555
120	0.125055871373148	[0.01, 0.4999999999999998, 0.0]	"[5.83685257e-17 1.02649210e-16 0.00000000e+00 3.85315737e-01
 6.14684263e-01 1.87485889e-17 3.63395697e-18]"	6.285755634307861
121	0.12490770223544806	[0.01, 0.4999999999999998, 0.01]	"[0.00000000e+00 7.87743038e-18 0.00000000e+00 3.79193067e-01
 6.20806933e-01 0.00000000e+00 0.00000000e+00]"	4.192820072174072
122	0.12468201526796281	[0.01, 0.4999999999999998, 0.02]	"[1.31540278e-20 0.00000000e+00 0.00000000e+00 3.72790717e-01
 6.27209283e-01 0.00000000e+00 3.29717445e-22]"	5.032607793807983
123	0.0686785300495039	[0.02, 0.1, 0.0]	"[4.47184595e-03 5.68647545e-17 7.55646862e-21 1.13965219e-16
 9.95528154e-01 9.39555654e-18 8.99481171e-17]"	10.52613353729248
124	0.07133870387893312	[0.02, 0.1, 0.01]	"[0.02279382 0.         0.         0.         0.97720618 0.
 0.        ]"	8.439458131790161
125	0.07380208851318693	[0.02, 0.1, 0.02]	"[3.97105841e-02 5.40556304e-18 9.82427494e-19 3.61416290e-03
 9.56675253e-01 0.00000000e+00 2.73267274e-19]"	15.080517530441284
126	0.07180314208541348	[0.02, 0.11, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 8.27029223e-17
 1.00000000e+00 0.00000000e+00 1.08804476e-16]"	7.2160773277282715
127	0.07446187348745367	[0.02, 0.11, 0.01]	"[1.13365036e-02 0.00000000e+00 2.85328999e-17 0.00000000e+00
 9.88663496e-01 1.93177271e-16 0.00000000e+00]"	9.944233179092407
128	0.07692801759655914	[0.02, 0.11, 0.02]	"[2.80650762e-02 2.22234702e-17 0.00000000e+00 4.58797373e-03
 9.67346950e-01 0.00000000e+00 0.00000000e+00]"	14.042934894561768
129	0.07484363774684971	[0.02, 0.12, 0.0]	"[9.72949993e-17 0.00000000e+00 0.00000000e+00 7.56425816e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	7.370413780212402
130	0.07745093633719977	[0.02, 0.12, 0.01]	"[7.76602526e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.99223397e-01 0.00000000e+00 2.09516190e-17]"	10.628326654434204
131	0.07991485000484616	[0.02, 0.12, 0.02]	"[1.77467896e-02 3.51088025e-16 1.40868902e-16 6.63626047e-03
 9.75616950e-01 4.90278255e-16 3.55752589e-16]"	20.69050645828247
132	0.07780413340828596	[0.02, 0.13, 0.0]	"[4.76826584e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	7.110289573669434
